"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CHEFZ_ITEM_CORNPLANT_DESC","A corn plant. Grows two cobs.","A corn plant. Grows two cobs.","Rostlina kukuřice. Nese dva klasy.","Eine Maispflanze. Trägt zwei Kolben.","Растение кукурузы. Даёт два початка.","Roślina kukurydzy. Rodzi dwie kolby.","Kukoricanövény. Két csövet terem.","Una pianta di mais. Produce due pannocchie.","Una planta de maíz. Da dos mazorcas.","Un plant de maïs. Donne deux épis.","一株玉米，结两个玉米棒。","トウモロコシの株。二本の実をつける。","Uma planta de milho. Dá duas espigas.","一株玉米，结两个玉米棒。",
"STR_CHEFZ_ITEM_WILDCORN","Corn Plant (wild)","Corn Plant (wild)","Planá kukuřice","Wilde Maispflanze","Дикая кукуруза","Dzika kukurydza","Vadon nőtt kukorica","Mais selvatico","Maíz silvestre","Maïs sauvage","野生玉米","野生のトウモロコシ","Milho selvagem","野生玉米",
"STR_CHEFZ_ITEM_WILDCORN_DESC","A ripe corn plant. Break off a cob by hand.","A ripe corn plant. Break off a cob by hand.","Zralá kukuřice. Klas se dá ulomit rukou.","Eine reife Maispflanze. Einen Kolben bricht man mit der Hand ab.","Спелая кукуруза. Початок можно отломить рукой.","Dojrzała kukurydza. Kolbę można ułamać ręką.","Érett kukorica. A csövet kézzel is le lehet törni.","Una pianta di mais matura. La pannocchia si stacca a mano.","Una planta de maíz madura. La mazorca se arranca a mano.","Un plant de maïs mûr. On casse un épi à la main.","成熟的玉米植株，用手就能掰下玉米棒。","熟したトウモロコシの株。実は手でもぎ取れる。","Uma planta de milho madura. A espiga se quebra à mão.","成熟的玉米植株，用手就能掰下玉米棒。",
"STR_CHEFZ_ITEM_WILDTHYME","Wild Thyme","Wild Thyme","Planý tymián","Wilder Thymian","Дикий тимьян","Dziki tymianek","Vadkakukkfű","Timo selvatico","Tomillo silvestre","Thym sauvage","野生百里香","野生のタイム","Tomilho selvagem","野生百里香",
"STR_CHEFZ_ITEM_WILDTHYME_DESC","A thyme bush. Pick a bunch by hand.","A thyme bush. Pick a bunch by hand.","Keřík tymiánu. Svazek se dá utrhnout rukou.","Ein Thymianbusch. Ein Bund pflückt man mit der Hand.","Кустик тимьяна. Пучок можно сорвать рукой.","Krzaczek tymianku. Pęczek zerwie się ręką.","Kakukkfűbokor. Egy csokrot kézzel is le lehet szedni.","Un cespo di timo. Un mazzo si coglie a mano.","Una mata de tomillo. Un manojo se coge a mano.","Un buisson de thym. On cueille un bouquet à la main.","一丛百里香，用手就能摘下一把。","タイムの茂み。手で一束摘み取れる。","Um arbusto de tomilho. Um maço se colhe à mão.","一丛百里香，用手就能摘下一把。",
"STR_CHEFZ_ITEM_WILDROSEMARY","Wild Rosemary","Wild Rosemary","Planý rozmarýn","Wilder Rosmarin","Дикий розмарин","Dziki rozmaryn","Vadrozmaring","Rosmarino selvatico","Romero silvestre","Romarin sauvage","野生迷迭香","野生のローズマリー","Alecrim selvagem","野生迷迭香",
"STR_CHEFZ_ITEM_WILDROSEMARY_DESC","A rosemary shrub. Pick a bunch by hand.","A rosemary shrub. Pick a bunch by hand.","Keřík rozmarýnu. Svazek se dá utrhnout rukou.","Ein Rosmarinstrauch. Ein Bund pflückt man mit der Hand.","Кустик розмарина. Пучок можно сорвать рукой.","Krzaczek rozmarynu. Pęczek zerwie się ręką.","Rozmaringbokor. Egy csokrot kézzel is le lehet szedni.","Un arbusto di rosmarino. Un mazzo si coglie a mano.","Un arbusto de romero. Un manojo se coge a mano.","Un buisson de romarin. On cueille un bouquet à la main.","一丛迷迭香，用手就能摘下一把。","ローズマリーの低木。手で一束摘み取れる。","Um arbusto de alecrim. Um maço se colhe à mão.","一丛迷迭香，用手就能摘下一把。",
"STR_CHEFZ_ITEM_WILDPARSLEY","Wild Parsley","Wild Parsley","Planá petržel","Wilde Petersilie","Дикая петрушка","Dzika pietruszka","Vadpetrezselyem","Prezzemolo selvatico","Perejil silvestre","Persil sauvage","野生歐芹","野生のパセリ","Salsa selvagem","野生欧芹",
"STR_CHEFZ_ITEM_WILDPARSLEY_DESC","A clump of parsley. Pick a bunch by hand.","A clump of parsley. Pick a bunch by hand.","Trs petržele. Svazek se dá utrhnout rukou.","Ein Büschel Petersilie. Ein Bund pflückt man mit der Hand.","Кустик петрушки. Пучок можно сорвать рукой.","Kępka pietruszki. Pęczek zerwie się ręką.","Petrezselyemcsomó. Egy csokrot kézzel is le lehet szedni.","Un ciuffo di prezzemolo. Un mazzo si coglie a mano.","Una mata de perejil. Un manojo se coge a mano.","Une touffe de persil. On cueille un bouquet à la main.","一丛歐芹，用手就能摘下一把。","パセリの茂み。手で一束摘み取れる。","Uma moita de salsa. Um maço se colhe à mão.","一丛欧芹，用手就能摘下一把。",
"STR_CHEFZ_PROC_HARVEST_WILD","Harvest","Harvest","Sklidit","Ernten","Собрать","Zebrać","Betakarítás","Raccogliere","Recolectar","Récolter","採收","収穫する","Colher","采收",
