"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CHEFZ_ITEM_FARMERSBREAKFAST_DESC","Potatoes, egg, sausage and onion in one pan. Three plates from one pan - nothing else here goes further.","Potatoes, egg, sausage and onion in one pan. Three plates from one pan - nothing else here goes further.","Brambory, vejce, klobása a cibule na jedné pánvi. Tři talíře z jedné pánve - dál to tady nedotáhne nic.","Kartoffeln, Ei, Wurst und Zwiebel in einer Pfanne. Drei Teller aus einer Pfanne - weiter reicht hier nichts.","Картошка, яйцо, колбаса и лук на одной сковороде. Три тарелки с одной сковороды - дальше здесь не тянет ничто.","Ziemniaki, jajko, kiełbasa i cebula na jednej patelni. Trzy talerze z jednej patelni - nic tu nie starcza na dłużej.","Krumpli, tojás, kolbász és hagyma egy serpenyőben. Három tányér egyetlen serpenyőből - ennél tovább itt semmi nem nyúlik.","Patate, uovo, salsiccia e cipolla in una sola padella. Tre piatti da una padella sola - qui non c'è nulla che renda di più.","Patatas, huevo, salchicha y cebolla en una sola sartén. Tres platos de una sola sartén - aquí no hay nada que cunda más.","Pommes de terre, œuf, saucisse et oignon dans une seule poêle. Trois assiettes dans une seule poêle - rien ici ne va plus loin.","馬鈴薯、蛋、香腸和洋蔥，全在一只鍋裡。一鍋出三盤 - 這裡沒有比它更划算的了。","じゃがいも、卵、ソーセージ、玉ねぎをひとつのフライパンで。ひとつのフライパンから三皿 - これ以上もつものはここにはない。","Batatas, ovo, salsicha e cebola numa só frigideira. Três pratos de uma só frigideira - aqui nada rende mais.","土豆、蛋、香肠和洋葱，全在一只锅里。一锅出三盘 - 这里没有比它更划算的了。",
"STR_CHEFZ_ITEM_FARMERSBREAKFAST_BULK","Farmer's Breakfast (Cookware)","Farmer's Breakfast (Cookware)","Selská snídaně (nádobí)","Bauernfrühstück (Kochgerät)","Крестьянский завтрак (посуда)","Śniadanie chłopskie (naczynie)","Parasztreggeli (főzőedény)","Colazione del contadino (pentola)","Desayuno del granjero (utensilio)","Petit-déjeuner du fermier (ustensile)","農夫早餐 (鍋具)","農夫の朝食 (調理器具)","Pequeno-almoço do lavrador (utensílio)","农夫早餐 (炊具)",
"STR_CHEFZ_ITEM_FARMERSBREAKFAST_BULK_DESC","Potatoes, egg, sausage and onion in one pan. Three plates from one pan - nothing else here goes further. Still in the cookware - take a portion onto a plate.","Potatoes, egg, sausage and onion in one pan. Three plates from one pan - nothing else here goes further. Still in the cookware - take a portion onto a plate.","Brambory, vejce, klobása a cibule na jedné pánvi. Tři talíře z jedné pánve - dál to tady nedotáhne nic. Pořád v nádobí - naber si porci na talíř.","Kartoffeln, Ei, Wurst und Zwiebel in einer Pfanne. Drei Teller aus einer Pfanne - weiter reicht hier nichts. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Картошка, яйцо, колбаса и лук на одной сковороде. Три тарелки с одной сковороды - дальше здесь не тянет ничто. Ещё в посуде - возьми порцию на тарелку.","Ziemniaki, jajko, kiełbasa i cebula na jednej patelni. Trzy talerze z jednej patelni - nic tu nie starcza na dłużej. Wciąż w naczyniu - nałóż porcję na talerz.","Krumpli, tojás, kolbász és hagyma egy serpenyőben. Három tányér egyetlen serpenyőből - ennél tovább itt semmi nem nyúlik. Még a főzőedényben van - szedj egy adagot tányérra.","Patate, uovo, salsiccia e cipolla in una sola padella. Tre piatti da una padella sola - qui non c'è nulla che renda di più. Ancora nella pentola - prendine una porzione nel piatto.","Patatas, huevo, salchicha y cebolla en una sola sartén. Tres platos de una sola sartén - aquí no hay nada que cunda más. Aún está en el utensilio - sírvete una ración en un plato.","Pommes de terre, œuf, saucisse et oignon dans une seule poêle. Trois assiettes dans une seule poêle - rien ici ne va plus loin. Encore dans l'ustensile - servez-vous une portion dans une assiette.","馬鈴薯、蛋、香腸和洋蔥，全在一只鍋裡。一鍋出三盤 - 這裡沒有比它更划算的了。還在鍋具裡 - 盛一份到盤子上。","じゃがいも、卵、ソーセージ、玉ねぎをひとつのフライパンで。ひとつのフライパンから三皿 - これ以上もつものはここにはない。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Batatas, ovo, salsicha e cebola numa só frigideira. Três pratos de uma só frigideira - aqui nada rende mais. Ainda está no utensílio - sirva uma porção num prato.","土豆、蛋、香肠和洋葱，全在一只锅里。一锅出三盘 - 这里没有比它更划算的了。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_CHEESEFLATBREAD","Cheese Flatbread","Cheese Flatbread","Sýrová placka","Käse-Fladenbrot","Лепёшка с сыром","Podpłomyk z serem","Sajtos lepény","Focaccia al formaggio","Pan plano con queso","Galette au fromage","起司烤餅","チーズフラットブレッド","Pão achatado com queijo","奶酪烤饼",
"STR_CHEFZ_ITEM_CHEESEFLATBREAD_DESC","Dough baked flat with cheese melted into it. Keeps far longer than anything hot.","Dough baked flat with cheese melted into it. Keeps far longer than anything hot.","Těsto upečené na placku se zapečeným sýrem. Vydrží mnohem déle než cokoli teplého.","Flach gebackener Teig mit eingeschmolzenem Käse. Hält deutlich länger als alles Warme.","Тесто, запечённое лепёшкой с расплавленным внутри сыром. Хранится куда дольше любого горячего блюда.","Ciasto upieczone na płasko z zatopionym w nim serem. Trzyma się o wiele dłużej niż cokolwiek ciepłego.","Laposra sütött tészta, beleolvasztott sajttal. Sokkal tovább eláll, mint bármi meleg étel.","Impasto cotto in piano con il formaggio fuso dentro. Si conserva molto più a lungo di qualsiasi piatto caldo.","Masa horneada plana con queso fundido dentro. Aguanta mucho más que cualquier plato caliente.","Une pâte cuite à plat avec du fromage fondu dedans. Se conserve bien plus longtemps que n'importe quel plat chaud.","麵團壓平烘烤，起司融在裡頭。比任何熱食都放得久得多。","生地を平たく焼き、中でチーズを溶かした。どんな温かい料理よりもはるかに日持ちする。","Massa cozida achatada com queijo derretido no meio. Dura muito mais do que qualquer prato quente.","面团压平烘烤，奶酪融在里头。比任何热食都放得久得多。",
"STR_CHEFZ_ITEM_CHEESEFLATBREAD_BULK","Cheese Flatbread (Cookware)","Cheese Flatbread (Cookware)","Sýrová placka (nádobí)","Käse-Fladenbrot (Kochgerät)","Лепёшка с сыром (посуда)","Podpłomyk z serem (naczynie)","Sajtos lepény (főzőedény)","Focaccia al formaggio (pentola)","Pan plano con queso (utensilio)","Galette au fromage (ustensile)","起司烤餅 (鍋具)","チーズフラットブレッド (調理器具)","Pão achatado com queijo (utensílio)","奶酪烤饼 (炊具)",
"STR_CHEFZ_ITEM_CHEESEFLATBREAD_BULK_DESC","Dough baked flat with cheese melted into it. Keeps far longer than anything hot. Still in the cookware - take a portion onto a plate.","Dough baked flat with cheese melted into it. Keeps far longer than anything hot. Still in the cookware - take a portion onto a plate.","Těsto upečené na placku se zapečeným sýrem. Vydrží mnohem déle než cokoli teplého. Pořád v nádobí - naber si porci na talíř.","Flach gebackener Teig mit eingeschmolzenem Käse. Hält deutlich länger als alles Warme. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Тесто, запечённое лепёшкой с расплавленным внутри сыром. Хранится куда дольше любого горячего блюда. Ещё в посуде - возьми порцию на тарелку.","Ciasto upieczone na płasko z zatopionym w nim serem. Trzyma się o wiele dłużej niż cokolwiek ciepłego. Wciąż w naczyniu - nałóż porcję na talerz.","Laposra sütött tészta, beleolvasztott sajttal. Sokkal tovább eláll, mint bármi meleg étel. Még a főzőedényben van - szedj egy adagot tányérra.","Impasto cotto in piano con il formaggio fuso dentro. Si conserva molto più a lungo di qualsiasi piatto caldo. Ancora nella pentola - prendine una porzione nel piatto.","Masa horneada plana con queso fundido dentro. Aguanta mucho más que cualquier plato caliente. Aún está en el utensilio - sírvete una ración en un plato.","Une pâte cuite à plat avec du fromage fondu dedans. Se conserve bien plus longtemps que n'importe quel plat chaud. Encore dans l'ustensile - servez-vous une portion dans une assiette.","麵團壓平烘烤，起司融在裡頭。比任何熱食都放得久得多。還在鍋具裡 - 盛一份到盤子上。","生地を平たく焼き、中でチーズを溶かした。どんな温かい料理よりもはるかに日持ちする。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Massa cozida achatada com queijo derretido no meio. Dura muito mais do que qualquer prato quente. Ainda está no utensílio - sirva uma porção num prato.","面团压平烘烤，奶酪融在里头。比任何热食都放得久得多。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_SAUSAGEBREADPLATE","Sausage and Bread Plate","Sausage and Bread Plate","Talíř s klobásou a chlebem","Wurstbrot-Teller","Тарелка с колбасой и хлебом","Talerz z kiełbasą i chlebem","Kolbászos kenyértál","Piatto di salsiccia e pane","Plato de salchicha y pan","Assiette de saucisse et pain","香腸麵包拼盤","ソーセージとパンの盛り合わせ","Prato de salsicha com pão","香肠面包拼盘",
"STR_CHEFZ_ITEM_SAUSAGEBREADPLATE_DESC","Bread, sausage and cheese, arranged cold. No fire needed - which is the whole point.","Bread, sausage and cheese, arranged cold. No fire needed - which is the whole point.","Chleba, klobása a sýr, naservírované za studena. Bez ohně - a přesně o to jde.","Brot, Wurst und Käse, kalt angerichtet. Kein Feuer nötig - und genau darum geht es.","Хлеб, колбаса и сыр, поданные холодными. Огонь не нужен - в этом и весь смысл.","Chleb, kiełbasa i ser, podane na zimno. Nie trzeba ognia - i o to właśnie chodzi.","Kenyér, kolbász és sajt, hidegen tálalva. Tűz sem kell hozzá - épp ez a lényeg.","Pane, salsiccia e formaggio, serviti freddi. Non serve fuoco - ed è tutto qui il punto.","Pan, salchicha y queso, servidos en frío. No hace falta fuego - y de eso se trata.","Pain, saucisse et fromage, servis froids. Pas besoin de feu - c'est tout l'intérêt.","麵包、香腸和起司，冷盤擺上。不必生火 - 重點正在於此。","パン、ソーセージ、チーズを冷たいまま盛りつけた。火はいらない - そこがすべてだ。","Pão, salsicha e queijo, servidos frios. Não é preciso lume - e é esse o ponto.","面包、香肠和奶酪，冷盘摆上。不必生火 - 重点正在于此。",
"STR_CHEFZ_ITEM_SAUSAGEBREADPLATE_BULK","Sausage and Bread Plate (Cookware)","Sausage and Bread Plate (Cookware)","Talíř s klobásou a chlebem (nádobí)","Wurstbrot-Teller (Kochgerät)","Тарелка с колбасой и хлебом (посуда)","Talerz z kiełbasą i chlebem (naczynie)","Kolbászos kenyértál (főzőedény)","Piatto di salsiccia e pane (pentola)","Plato de salchicha y pan (utensilio)","Assiette de saucisse et pain (ustensile)","香腸麵包拼盤 (鍋具)","ソーセージとパンの盛り合わせ (調理器具)","Prato de salsicha com pão (utensílio)","香肠面包拼盘 (炊具)",
"STR_CHEFZ_ITEM_SAUSAGEBREADPLATE_BULK_DESC","Bread, sausage and cheese, arranged cold. No fire needed - which is the whole point. Still in the cookware - take a portion onto a plate.","Bread, sausage and cheese, arranged cold. No fire needed - which is the whole point. Still in the cookware - take a portion onto a plate.","Chleba, klobása a sýr, naservírované za studena. Bez ohně - a přesně o to jde. Pořád v nádobí - naber si porci na talíř.","Brot, Wurst und Käse, kalt angerichtet. Kein Feuer nötig - und genau darum geht es. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Хлеб, колбаса и сыр, поданные холодными. Огонь не нужен - в этом и весь смысл. Ещё в посуде - возьми порцию на тарелку.","Chleb, kiełbasa i ser, podane na zimno. Nie trzeba ognia - i o to właśnie chodzi. Wciąż w naczyniu - nałóż porcję na talerz.","Kenyér, kolbász és sajt, hidegen tálalva. Tűz sem kell hozzá - épp ez a lényeg. Még a főzőedényben van - szedj egy adagot tányérra.","Pane, salsiccia e formaggio, serviti freddi. Non serve fuoco - ed è tutto qui il punto. Ancora nella pentola - prendine una porzione nel piatto.","Pan, salchicha y queso, servidos en frío. No hace falta fuego - y de eso se trata. Aún está en el utensilio - sírvete una ración en un plato.","Pain, saucisse et fromage, servis froids. Pas besoin de feu - c'est tout l'intérêt. Encore dans l'ustensile - servez-vous une portion dans une assiette.","麵包、香腸和起司，冷盤擺上。不必生火 - 重點正在於此。還在鍋具裡 - 盛一份到盤子上。","パン、ソーセージ、チーズを冷たいまま盛りつけた。火はいらない - そこがすべてだ。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Pão, salsicha e queijo, servidos frios. Não é preciso lume - e é esse o ponto. Ainda está no utensílio - sirva uma porção num prato.","面包、香肠和奶酪，冷盘摆上。不必生火 - 重点正在于此。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_MUSHROOMPAN","Mushroom Pan","Mushroom Pan","Houby na pánvi","Pilzpfanne","Грибы на сковороде","Grzyby z patelni","Serpenyős gomba","Padellata di funghi","Setas a la sartén","Poêlée de champignons","香煎蘑菇","きのこのソテー","Cogumelos salteados","香煎蘑菇",
"STR_CHEFZ_ITEM_MUSHROOMPAN_DESC","Mushrooms fried in butter, finished with parsley. Light, and it does a body good.","Mushrooms fried in butter, finished with parsley. Light, and it does a body good.","Houby osmažené na másle, dochucené petrželkou. Lehké, a tělu to udělá dobře.","In Butter gebratene Pilze, mit Petersilie abgeschmeckt. Leicht, und es tut dem Körper gut.","Грибы, жаренные на сливочном масле, с петрушкой. Легко, и телу от этого хорошо.","Grzyby smażone na maśle, wykończone natką pietruszki. Lekkie i dobrze robi na ciało.","Vajon sült gomba, petrezselyemmel megszórva. Könnyű, és jót tesz a szervezetnek.","Funghi saltati nel burro, rifiniti con prezzemolo. Leggero, e fa bene al corpo.","Setas salteadas en mantequilla, rematadas con perejil. Ligero, y le sienta bien al cuerpo.","Des champignons poêlés au beurre, relevés de persil. Léger, et ça fait du bien au corps.","奶油煎蘑菇，最後撒上香芹。清爽，對身體也好。","バターで炒めたきのこを、パセリで仕上げた。軽く、体にもいい。","Cogumelos salteados em manteiga, finalizados com salsa. Leve, e faz bem ao corpo.","黄油煎蘑菇，最后撒上欧芹。清爽，对身体也好。",
"STR_CHEFZ_ITEM_MUSHROOMPAN_BULK","Mushroom Pan (Cookware)","Mushroom Pan (Cookware)","Houby na pánvi (nádobí)","Pilzpfanne (Kochgerät)","Грибы на сковороде (посуда)","Grzyby z patelni (naczynie)","Serpenyős gomba (főzőedény)","Padellata di funghi (pentola)","Setas a la sartén (utensilio)","Poêlée de champignons (ustensile)","香煎蘑菇 (鍋具)","きのこのソテー (調理器具)","Cogumelos salteados (utensílio)","香煎蘑菇 (炊具)",
"STR_CHEFZ_ITEM_MUSHROOMPAN_BULK_DESC","Mushrooms fried in butter, finished with parsley. Light, and it does a body good. Still in the cookware - take a portion onto a plate.","Mushrooms fried in butter, finished with parsley. Light, and it does a body good. Still in the cookware - take a portion onto a plate.","Houby osmažené na másle, dochucené petrželkou. Lehké, a tělu to udělá dobře. Pořád v nádobí - naber si porci na talíř.","In Butter gebratene Pilze, mit Petersilie abgeschmeckt. Leicht, und es tut dem Körper gut. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Грибы, жаренные на сливочном масле, с петрушкой. Легко, и телу от этого хорошо. Ещё в посуде - возьми порцию на тарелку.","Grzyby smażone na maśle, wykończone natką pietruszki. Lekkie i dobrze robi na ciało. Wciąż w naczyniu - nałóż porcję na talerz.","Vajon sült gomba, petrezselyemmel megszórva. Könnyű, és jót tesz a szervezetnek. Még a főzőedényben van - szedj egy adagot tányérra.","Funghi saltati nel burro, rifiniti con prezzemolo. Leggero, e fa bene al corpo. Ancora nella pentola - prendine una porzione nel piatto.","Setas salteadas en mantequilla, rematadas con perejil. Ligero, y le sienta bien al cuerpo. Aún está en el utensilio - sírvete una ración en un plato.","Des champignons poêlés au beurre, relevés de persil. Léger, et ça fait du bien au corps. Encore dans l'ustensile - servez-vous une portion dans une assiette.","奶油煎蘑菇，最後撒上香芹。清爽，對身體也好。還在鍋具裡 - 盛一份到盤子上。","バターで炒めたきのこを、パセリで仕上げた。軽く、体にもいい。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Cogumelos salteados em manteiga, finalizados com salsa. Leve, e faz bem ao corpo. Ainda está no utensílio - sirva uma porção num prato.","黄油煎蘑菇，最后撒上欧芹。清爽，对身体也好。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_POTATOPANCAKES","Potato Pancakes","Potato Pancakes","Bramboráky","Kartoffelpuffer","Драники","Placki ziemniaczane","Tócsni","Frittelle di patate","Tortitas de patata","Galettes de pommes de terre","馬鈴薯煎餅","ポテトパンケーキ","Panquecas de batata","土豆煎饼",
"STR_CHEFZ_ITEM_POTATOPANCAKES_DESC","Grated potato with flour and egg, fried crisp in fat. Cheap energy, and plenty of it.","Grated potato with flour and egg, fried crisp in fat. Cheap energy, and plenty of it.","Nastrouhané brambory s moukou a vejcem, dokřupava osmažené na tuku. Levná energie, a hodně jí.","Geriebene Kartoffeln mit Mehl und Ei, in Fett knusprig gebraten. Billige Energie, und reichlich davon.","Тёртая картошка с мукой и яйцом, обжаренная до хруста на жире. Дешёвая энергия, и её много.","Starte ziemniaki z mąką i jajkiem, smażone na tłuszczu na chrupko. Tania energia, i to w dużej ilości.","Reszelt krumpli liszttel és tojással, zsírban ropogósra sütve. Olcsó energia, méghozzá bőven.","Patate grattugiate con farina e uovo, fritte croccanti nel grasso. Energia a buon mercato, e in quantità.","Patata rallada con harina y huevo, frita crujiente en grasa. Energía barata, y en cantidad.","De la pomme de terre râpée avec farine et œuf, frite croustillante dans la graisse. De l'énergie bon marché, et en quantité.","馬鈴薯刨絲拌上麵粉和蛋，用油煎得酥脆。便宜的熱量，而且量不少。","すりおろしたじゃがいもに小麦粉と卵を混ぜ、脂でカリッと焼いた。安上がりな熱量が、たっぷりと。","Batata ralada com farinha e ovo, frita em gordura até ficar estaladiça. Energia barata, e em quantidade.","土豆刨丝拌上面粉和蛋，用油煎得酥脆。便宜的热量，而且量不少。",
"STR_CHEFZ_ITEM_POTATOPANCAKES_BULK","Potato Pancakes (Cookware)","Potato Pancakes (Cookware)","Bramboráky (nádobí)","Kartoffelpuffer (Kochgerät)","Драники (посуда)","Placki ziemniaczane (naczynie)","Tócsni (főzőedény)","Frittelle di patate (pentola)","Tortitas de patata (utensilio)","Galettes de pommes de terre (ustensile)","馬鈴薯煎餅 (鍋具)","ポテトパンケーキ (調理器具)","Panquecas de batata (utensílio)","土豆煎饼 (炊具)",
"STR_CHEFZ_ITEM_POTATOPANCAKES_BULK_DESC","Grated potato with flour and egg, fried crisp in fat. Cheap energy, and plenty of it. Still in the cookware - take a portion onto a plate.","Grated potato with flour and egg, fried crisp in fat. Cheap energy, and plenty of it. Still in the cookware - take a portion onto a plate.","Nastrouhané brambory s moukou a vejcem, dokřupava osmažené na tuku. Levná energie, a hodně jí. Pořád v nádobí - naber si porci na talíř.","Geriebene Kartoffeln mit Mehl und Ei, in Fett knusprig gebraten. Billige Energie, und reichlich davon. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Тёртая картошка с мукой и яйцом, обжаренная до хруста на жире. Дешёвая энергия, и её много. Ещё в посуде - возьми порцию на тарелку.","Starte ziemniaki z mąką i jajkiem, smażone na tłuszczu na chrupko. Tania energia, i to w dużej ilości. Wciąż w naczyniu - nałóż porcję na talerz.","Reszelt krumpli liszttel és tojással, zsírban ropogósra sütve. Olcsó energia, méghozzá bőven. Még a főzőedényben van - szedj egy adagot tányérra.","Patate grattugiate con farina e uovo, fritte croccanti nel grasso. Energia a buon mercato, e in quantità. Ancora nella pentola - prendine una porzione nel piatto.","Patata rallada con harina y huevo, frita crujiente en grasa. Energía barata, y en cantidad. Aún está en el utensilio - sírvete una ración en un plato.","De la pomme de terre râpée avec farine et œuf, frite croustillante dans la graisse. De l'énergie bon marché, et en quantité. Encore dans l'ustensile - servez-vous une portion dans une assiette.","馬鈴薯刨絲拌上麵粉和蛋，用油煎得酥脆。便宜的熱量，而且量不少。還在鍋具裡 - 盛一份到盤子上。","すりおろしたじゃがいもに小麦粉と卵を混ぜ、脂でカリッと焼いた。安上がりな熱量が、たっぷりと。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Batata ralada com farinha e ovo, frita em gordura até ficar estaladiça. Energia barata, e em quantidade. Ainda está no utensílio - sirva uma porção num prato.","土豆刨丝拌上面粉和蛋，用油煎得酥脆。便宜的热量，而且量不少。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_MEATDUMPLINGS","Meat Dumplings","Meat Dumplings","Masové taštičky","Fleisch-Teigtaschen","Пельмени","Pierogi z mięsem","Húsos derelye","Ravioli di carne","Empanadillas de carne","Raviolis à la viande","肉餡水餃","肉入りの水餃子","Pastéis de carne","肉馅水饺",
"STR_CHEFZ_ITEM_MEATDUMPLINGS_DESC","Dough pockets filled with minced meat and onion. Little energy for the effort, but they fill you up for hours.","Dough pockets filled with minced meat and onion. Little energy for the effort, but they fill you up for hours.","Taštičky z těsta plněné mletým masem a cibulí. Na tu práci málo energie, ale zasytí na hodiny.","Teigtaschen mit Hackfleisch und Zwiebel. Wenig Energie für den Aufwand, aber sie sättigen stundenlang.","Кармашки из теста с фаршем и луком. Энергии мало для такой возни, но сытость держится часами.","Kieszonki z ciasta nadziewane mielonym mięsem i cebulą. Jak na ten wysiłek mało energii, ale sycą na godziny.","Tésztabatyuk darált hússal és hagymával töltve. A ráfordításhoz képest kevés energia, de órákra jóllakat.","Involti di pasta ripieni di carne macinata e cipolla. Poca energia per la fatica che costano, ma saziano per ore.","Bolsitas de masa rellenas de carne picada y cebolla. Poca energía para el trabajo que dan, pero llenan durante horas.","Des poches de pâte garnies de viande hachée et d'oignon. Peu d'énergie pour tout ce travail, mais ils tiennent au corps des heures.","麵皮包著絞肉和洋蔥。費了工夫熱量卻不高，但能撐上好幾個鐘頭。","生地でひき肉と玉ねぎを包んだもの。手間のわりに熱量は低いが、何時間も腹持ちする。","Trouxinhas de massa recheadas com carne picada e cebola. Pouca energia para o trabalho que dão, mas enchem durante horas.","面皮包着肉馅和洋葱。费了工夫热量却不高，但能撑上好几个钟头。",
"STR_CHEFZ_ITEM_MEATDUMPLINGS_BULK","Meat Dumplings (Cookware)","Meat Dumplings (Cookware)","Masové taštičky (nádobí)","Fleisch-Teigtaschen (Kochgerät)","Пельмени (посуда)","Pierogi z mięsem (naczynie)","Húsos derelye (főzőedény)","Ravioli di carne (pentola)","Empanadillas de carne (utensilio)","Raviolis à la viande (ustensile)","肉餡水餃 (鍋具)","肉入りの水餃子 (調理器具)","Pastéis de carne (utensílio)","肉馅水饺 (炊具)",
"STR_CHEFZ_ITEM_MEATDUMPLINGS_BULK_DESC","Dough pockets filled with minced meat and onion. Little energy for the effort, but they fill you up for hours. Still in the cookware - take a portion onto a plate.","Dough pockets filled with minced meat and onion. Little energy for the effort, but they fill you up for hours. Still in the cookware - take a portion onto a plate.","Taštičky z těsta plněné mletým masem a cibulí. Na tu práci málo energie, ale zasytí na hodiny. Pořád v nádobí - naber si porci na talíř.","Teigtaschen mit Hackfleisch und Zwiebel. Wenig Energie für den Aufwand, aber sie sättigen stundenlang. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Кармашки из теста с фаршем и луком. Энергии мало для такой возни, но сытость держится часами. Ещё в посуде - возьми порцию на тарелку.","Kieszonki z ciasta nadziewane mielonym mięsem i cebulą. Jak na ten wysiłek mało energii, ale sycą na godziny. Wciąż w naczyniu - nałóż porcję na talerz.","Tésztabatyuk darált hússal és hagymával töltve. A ráfordításhoz képest kevés energia, de órákra jóllakat. Még a főzőedényben van - szedj egy adagot tányérra.","Involti di pasta ripieni di carne macinata e cipolla. Poca energia per la fatica che costano, ma saziano per ore. Ancora nella pentola - prendine una porzione nel piatto.","Bolsitas de masa rellenas de carne picada y cebolla. Poca energía para el trabajo que dan, pero llenan durante horas. Aún está en el utensilio - sírvete una ración en un plato.","Des poches de pâte garnies de viande hachée et d'oignon. Peu d'énergie pour tout ce travail, mais ils tiennent au corps des heures. Encore dans l'ustensile - servez-vous une portion dans une assiette.","麵皮包著絞肉和洋蔥。費了工夫熱量卻不高，但能撐上好幾個鐘頭。還在鍋具裡 - 盛一份到盤子上。","生地でひき肉と玉ねぎを包んだもの。手間のわりに熱量は低いが、何時間も腹持ちする。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Trouxinhas de massa recheadas com carne picada e cebola. Pouca energia para o trabalho que dão, mas enchem durante horas. Ainda está no utensílio - sirva uma porção num prato.","面皮包着肉馅和洋葱。费了工夫热量却不高，但能撑上好几个钟头。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_MILKRICE","Milk Rice","Milk Rice","Mléčná rýže","Milchreis","Молочная рисовая каша","Ryż na mleku","Tejberizs","Riso al latte","Arroz con leche","Riz au lait","奶香米布丁","ミルクライス","Arroz doce","牛奶米粥",
"STR_CHEFZ_ITEM_MILKRICE_DESC","Rice simmered soft in milk. Warm, sweet with honey, and it drinks like a meal.","Rice simmered soft in milk. Warm, sweet with honey, and it drinks like a meal.","Rýže uvařená doměkka v mléce. Teplá, medem oslazená, a napojí jako celé jídlo.","In Milch weich gekochter Reis. Warm, mit Honig süß - und er trägt wie eine Mahlzeit.","Рис, разваренный в молоке до мягкости. Тёплая, подслащённая мёдом, и утоляет жажду не хуже, чем голод.","Ryż ugotowany do miękkości na mleku. Ciepły, słodzony miodem, i poi tak samo jak syci.","Tejben puhára főtt rizs. Meleg, mézzel édesítve, és úgy olt szomjat, ahogy éhséget is.","Riso cotto morbido nel latte. Caldo, dolcificato col miele, disseta quanto sazia.","Arroz cocido tierno en leche. Caliente, endulzado con miel, y quita la sed tanto como el hambre.","Du riz cuit tendre dans le lait. Chaud, sucré au miel, il désaltère autant qu'il nourrit.","米在牛奶裡熬到軟爛。溫熱，用蜂蜜提甜，解渴的本事不輸果腹。","米を牛乳で柔らかく煮た。温かく蜂蜜で甘く、喉の渇きまで満たしてくれる。","Arroz cozido macio em leite. Quente, adoçado com mel, mata a sede tanto quanto a fome.","米在牛奶里熬到软烂。温热，用蜂蜜提甜，解渴的本事不输果腹。",
"STR_CHEFZ_ITEM_MILKRICE_BULK","Milk Rice (Cookware)","Milk Rice (Cookware)","Mléčná rýže (nádobí)","Milchreis (Kochgerät)","Молочная рисовая каша (посуда)","Ryż na mleku (naczynie)","Tejberizs (főzőedény)","Riso al latte (pentola)","Arroz con leche (utensilio)","Riz au lait (ustensile)","奶香米布丁 (鍋具)","ミルクライス (調理器具)","Arroz doce (utensílio)","牛奶米粥 (炊具)",
