"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CHEFZ_ITEM_BLUEMARLINFILLET1","Raw Blue Marlin fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Blue Marlin fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Marlín modrý. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Blauer Marlin. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Голубой марлин). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Marlin błękitny). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Kék marlin filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Marlin blu. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Aguja azul. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Makaire bleu. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的藍槍魚魚片。已去骨，可下鍋、入湯或上架風乾。","クロカジキの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Espadim-azul. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的蓝枪鱼鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_SAILFISHFILLET0","Sailfish Fillet","Sailfish Fillet","Plachetník – filet","Fächerfisch-Filet","Парусник — филе","Żaglica – filet","Vitorláshal filé","Pesce vela – filetto","Pez vela – filete","Voilier – filet","旗魚切片","バショウカジキの切り身","Filé de Peixe-vela","旗鱼切片",
"STR_CHEFZ_ITEM_SAILFISHFILLET1","Raw Sailfish fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Sailfish fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Plachetník. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Fächerfisch. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Парусник). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Żaglica). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Vitorláshal filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Pesce vela. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Pez vela. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Voilier. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的旗魚魚片。已去骨，可下鍋、入湯或上架風乾。","バショウカジキの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Peixe-vela. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的旗鱼鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_BONITOFILLET0","Bonito Fillet","Bonito Fillet","Pelamida obecná – filet","Bonito-Filet","Пеламида — филе","Pelamida – filet","Bonitó filé","Palamita – filetto","Bonito – filete","Bonite – filet","齒鰹切片","ハガツオの切り身","Filé de Bonito","齿鲣切片",
"STR_CHEFZ_ITEM_BONITOFILLET1","Raw Bonito fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Bonito fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Pelamida obecná. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Bonito. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Пеламида). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Pelamida). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Bonitó filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Palamita. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Bonito. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Bonite. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的齒鰹魚片。已去骨，可下鍋、入湯或上架風乾。","ハガツオの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Bonito. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的齿鲣鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_YELLOWTAILFILLET0","Yellowtail Fillet","Yellowtail Fillet","Kranas žlutoocasý – filet","Gelbschwanzmakrele-Filet","Жёлтохвостая лакедра — филе","Seriola japońska – filet","Sárgafarkú makréla filé","Ricciola giapponese – filetto","Medregal japonés – filete","Sériole du Japon – filet","青甘鰺切片","ブリの切り身","Filé de Olhete-japonês","青甘鲹切片",
"STR_CHEFZ_ITEM_YELLOWTAILFILLET1","Raw Yellowtail fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Yellowtail fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Kranas žlutoocasý. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Gelbschwanzmakrele. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Жёлтохвостая лакедра). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Seriola japońska). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Sárgafarkú makréla filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Ricciola giapponese. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Medregal japonés. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Sériole du Japon. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的青甘鰺魚片。已去骨，可下鍋、入湯或上架風乾。","ブリの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Olhete-japonês. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的青甘鲹鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_TARPONFILLET0","Tarpon Fillet","Tarpon Fillet","Tarpon – filet","Tarpun-Filet","Тарпон — филе","Tarpon – filet","Tarpon filé","Tarpone – filetto","Sábalo – filete","Tarpon – filet","大海鰱切片","ターポンの切り身","Filé de Tarpão","大海鲢切片",
"STR_CHEFZ_ITEM_TARPONFILLET1","Raw Tarpon fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Tarpon fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Tarpon. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Tarpun. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Тарпон). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Tarpon). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Tarpon filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Tarpone. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Sábalo. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Tarpon. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的大海鰱魚片。已去骨，可下鍋、入湯或上架風乾。","ターポンの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Tarpão. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的大海鲢鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_SALMONFILLET0","Salmon Fillet","Salmon Fillet","Losos – filet","Lachs-Filet","Лосось — филе","Łosoś – filet","Lazac filé","Salmone – filetto","Salmón – filete","Saumon – filet","鮭魚切片","サケの切り身","Filé de Salmão","鲑鱼切片",
"STR_CHEFZ_ITEM_SALMONFILLET1","Raw Salmon fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Salmon fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Losos. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Lachs. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Лосось). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Łosoś). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Lazac filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Salmone. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Salmón. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Saumon. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的鮭魚魚片。已去骨，可下鍋、入湯或上架風乾。","サケの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Salmão. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的鲑鱼鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_SOCKEYESALMONFILLET0","Sockeye Salmon Fillet","Sockeye Salmon Fillet","Losos nerka – filet","Rotlachs-Filet","Нерка — филе","Łosoś nerka – filet","Vörös lazac filé","Salmone rosso – filetto","Salmón rojo – filete","Saumon rouge – filet","紅鮭切片","ベニザケの切り身","Filé de Salmão-vermelho","红鲑切片",
"STR_CHEFZ_ITEM_SOCKEYESALMONFILLET1","Raw Sockeye Salmon fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Sockeye Salmon fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Losos nerka. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Rotlachs. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Нерка). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Łosoś nerka). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Vörös lazac filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Salmone rosso. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Salmón rojo. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Saumon rouge. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的紅鮭魚片。已去骨，可下鍋、入湯或上架風乾。","ベニザケの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Salmão-vermelho. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的红鲑鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_PERCHFILLET0","Perch Fillet","Perch Fillet","Okoun – filet","Flussbarsch-Filet","Окунь — филе","Okoń – filet","Sügér filé","Persico – filetto","Perca – filete","Perche – filet","河鱸切片","パーチの切り身","Filé de Perca","河鲈切片",
"STR_CHEFZ_ITEM_PERCHFILLET1","Raw Perch fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Perch fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Okoun. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Flussbarsch. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Окунь). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Okoń). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Sügér filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Persico. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Perca. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Perche. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的河鱸魚片。已去骨，可下鍋、入湯或上架風乾。","パーチの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Perca. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的河鲈鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_MUSKELLUNGEFILLET0","Muskellunge Fillet","Muskellunge Fillet","Štika muskalunga – filet","Muskellunge-Filet","Маскинонг — филе","Maskinong – filet","Maszkinongi filé","Muskellunge – filetto","Muskellunge – filete","Maskinongé – filet","北美狗魚切片","マスキーパイクの切り身","Filé de Muskellunge","北美狗鱼切片",
"STR_CHEFZ_ITEM_MUSKELLUNGEFILLET1","Raw Muskellunge fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Muskellunge fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Štika muskalunga. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Muskellunge. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Маскинонг). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Maskinong). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Maszkinongi filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Muskellunge. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Muskellunge. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Maskinongé. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的北美狗魚魚片。已去骨，可下鍋、入湯或上架風乾。","マスキーパイクの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Muskellunge. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的北美狗鱼鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_SNAKEHEADFILLET0","Northern Snakehead Fillet","Northern Snakehead Fillet","Hadohlavec severní – filet","Schlangenkopffisch-Filet","Змееголов — филе","Żmijogłów – filet","Kígyófejű hal filé","Pesce testa di serpente – filetto","Pez cabeza de serpiente – filete","Poisson à tête de serpent – filet","烏鱧切片","カムルチーの切り身","Filé de Peixe-cabeça-de-cobra","乌鳢切片",
"STR_CHEFZ_ITEM_SNAKEHEADFILLET1","Raw Northern Snakehead fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Northern Snakehead fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Hadohlavec severní. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Schlangenkopffisch. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Змееголов). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Żmijogłów). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Kígyófejű hal filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Pesce testa di serpente. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Pez cabeza de serpiente. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Poisson à tête de serpent. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的烏鱧魚片。已去骨，可下鍋、入湯或上架風乾。","カムルチーの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Peixe-cabeça-de-cobra. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的乌鳢鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_RAINBOWTROUTFILLET0","Rainbow Trout Fillet","Rainbow Trout Fillet","Pstruh duhový – filet","Regenbogenforelle-Filet","Радужная форель — филе","Pstrąg tęczowy – filet","Szivárványos pisztráng filé","Trota iridea – filetto","Trucha arcoíris – filete","Truite arc-en-ciel – filet","虹鱒切片","ニジマスの切り身","Filé de Truta arco-íris","虹鳟切片",
"STR_CHEFZ_ITEM_RAINBOWTROUTFILLET1","Raw Rainbow Trout fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Rainbow Trout fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Pstruh duhový. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Regenbogenforelle. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Радужная форель). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Pstrąg tęczowy). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Szivárványos pisztráng filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Trota iridea. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Trucha arcoíris. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Truite arc-en-ciel. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的虹鱒魚片。已去骨，可下鍋、入湯或上架風乾。","ニジマスの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Truta arco-íris. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的虹鳟鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_CHARFILLET0","Char Fillet","Char Fillet","Siven – filet","Saibling-Filet","Голец — филе","Palia – filet","Szajbling filé","Salmerino – filetto","Salvelino – filete","Omble – filet","紅點鮭切片","イワナの切り身","Filé de Salvelino","红点鲑切片",
"STR_CHEFZ_ITEM_CHARFILLET1","Raw Char fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Char fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Siven. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Saibling. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Голец). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Palia). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Szajbling filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Salmerino. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Salvelino. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Omble. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的紅點鮭魚片。已去骨，可下鍋、入湯或上架風乾。","イワナの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Salvelino. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的红点鲑鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_ITEM_EELFILLET0","Eel Fillet","Eel Fillet","Úhoř – filet","Aal-Filet","Угорь — филе","Węgorz – filet","Angolna filé","Anguilla – filetto","Anguila – filete","Anguille – filet","鰻魚切片","ウナギの切り身","Filé de Enguia","鳗鱼切片",
"STR_CHEFZ_ITEM_EELFILLET1","Raw Eel fillet. Off the bone and ready for the pan, the pot or the drying rack.","Raw Eel fillet. Off the bone and ready for the pan, the pot or the drying rack.","Syrový filet z ryby Úhoř. Vykostěný, připravený na pánev, do hrnce nebo na sušák.","Rohes Filet vom Aal. Von der Gräte gelöst – bereit für Pfanne, Topf oder Dörrgestell.","Сырое филе (Угорь). Снято с кости — для сковороды, котелка или сушки.","Surowy filet (Węgorz). Zdjęty z ości, gotowy na patelnię, do garnka lub na suszarkę.","Nyers Angolna filé. Csontról leszedve — serpenyőbe, fazékba vagy szárítóra.","Filetto crudo di Anguilla. Diliscato, pronto per la padella, la pentola o l'essiccatoio.","Filete crudo de Anguila. Sin espinas, listo para la sartén, la olla o el secadero.","Filet cru de Anguille. Désarêté, prêt pour la poêle, la marmite ou le séchoir.","生的鰻魚魚片。已去骨，可下鍋、入湯或上架風乾。","ウナギの生の切り身。骨を外してあるので、焼いても煮ても干してもよい。","Filé cru de Enguia. Sem espinhas, pronto para a frigideira, a panela ou o secador.","生的鳗鱼鱼片。已去骨，可下锅、入汤或上架风干。",
"STR_CHEFZ_BAIT_ANTIQUESPOONFLASHER","Antique Spoon Flasher","Antique Spoon Flasher","Starožitný třpytkový plandavec","Antiker Löffelblinker","Старинная блесна-ложка","Zabytkowa błystka wahadłowa","Antik villantó kanál","Cucchiaino da traina antico","Cucharilla antigua","Cuiller ondulante ancienne","古董湯匙亮片","アンティークスプーンルアー","Colher rodante antiga","古董汤匙亮片",
"STR_CHEFZ_BAIT_ANTIQUESPOONFLASHER_DESC","A tarnished metal spoon on a swivel. It flashes in the water and pulls in mackerel, salmon and trout.","A tarnished metal spoon on a swivel. It flashes in the water and pulls in mackerel, salmon and trout.","Zašlá kovová plandavka na obratlíku. Ve vodě se blyští a láká makrely, lososy i pstruhy.","Ein angelaufener Metalllöffel am Wirbel. Er blitzt im Wasser und holt Makrele, Lachs und Forelle heran.","Потускневшая металлическая ложка на вертлюге. Она играет бликами и приманивает скумбрию, лосося и форель.","Zmatowiała metalowa błystka na krętliku. Błyska w wodzie i ściąga makrele, łososie i pstrągi.","Megkopott fémkanál forgókapoccsal. Megvillan a vízben, és odacsalja a makrélát, a lazacot és a pisztrángot.","Un cucchiaino di metallo ossidato su girella. Lampeggia in acqua e richiama sgombri, salmoni e trote.","Una cuchara de metal deslucida con giratorio. Destella en el agua y atrae caballas, salmones y truchas.","Une cuiller en métal terni montée sur émerillon. Elle brille dans l'eau et attire maquereaux, saumons et truites.","氧化發黑的金屬匙形亮片，掛在轉環上。在水中閃爍，引來鯖魚、鮭魚和鱒魚。","黒ずんだ金属製のスプーン。水中できらめき、サバやサケ、マスを引き寄せる。","Uma colher de metal escurecida num girador. Brilha na água e atrai cavalas, salmões e trutas.","氧化发黑的金属匙形亮片，挂在转环上。在水中闪烁，引来鲭鱼、鲑鱼和鳟鱼。",
"STR_CHEFZ_BAIT_BLUEBAIT","Blue Soft Bait","Blue Soft Bait","Modrá gumová nástraha","Blauer Gummiköder","Синяя силиконовая приманка","Niebieska przynęta gumowa","Kék gumicsali","Esca morbida blu","Señuelo blando azul","Leurre souple bleu","藍色軟餌","ブルーソフトベイト","Isca macia azul","蓝色软饵",
"STR_CHEFZ_BAIT_BLUEBAIT_DESC","A heavy blue rubber bait for the bottom. Cod, halibut and everything that lives over rock.","A heavy blue rubber bait for the bottom. Cod, halibut and everything that lives over rock.","Těžká modrá gumová nástraha ke dnu. Treska, halibut a všechno, co žije nad kamenem.","Ein schwerer blauer Gummiköder für den Grund. Kabeljau, Heilbutt und alles, was über Fels steht.","Тяжёлая синяя резиновая приманка для дна. Треска, палтус и всё, что держится над камнями.","Ciężka niebieska guma do dna. Dorsz, halibut i wszystko, co stoi nad skałą.","Nehéz kék gumicsali fenekezéshez. Tőkehal, laposhal és minden, ami a szikla felett áll.","Un'esca di gomma blu e pesante per il fondo. Merluzzo, halibut e tutto ciò che vive sulla roccia.","Un señuelo de goma azul y pesado para el fondo. Bacalao, fletán y todo lo que vive sobre roca.","Un leurre en caoutchouc bleu et lourd pour le fond. Morue, flétan et tout ce qui vit au-dessus de la roche.","沉重的藍色橡膠餌，專打底層。鱈魚、比目魚，以及所有棲息在礁石上方的魚。","底を狙う重いブルーのラバーベイト。タラ、オヒョウ、そして根魚全般に効く。","Uma isca de borracha azul e pesada para o fundo. Bacalhau, alabote e tudo o que vive sobre a rocha.","沉重的蓝色橡胶饵，专打底层。鳕鱼、比目鱼，以及所有栖息在礁石上方的鱼。",
"STR_CHEFZ_BAIT_MINNOWLURE","Minnow Lure","Minnow Lure","Wobler tvaru rybky","Fischimitat-Wobbler","Воблер-малёк","Wobler rybka","Halimitáló wobbler","Artificiale a pesciolino","Señuelo pez pequeño","Leurre poisson-nageur","小魚型擬餌","ミノープラグ","Isca artificial peixinho","小鱼型拟饵",
"STR_CHEFZ_BAIT_MINNOWLURE_DESC","A hard lure shaped like a small fish. Predators in rivers and in the surf take it.","A hard lure shaped like a small fish. Predators in rivers and in the surf take it.","Tvrdá nástraha ve tvaru malé rybky. Berou na ni dravci v řekách i v příboji.","Ein harter Köder in Form eines kleinen Fisches. Räuber im Fluss und in der Brandung nehmen ihn.","Твёрдая приманка в форме малька. Её берут хищники и в реке, и в прибое.","Twarda przynęta w kształcie małej rybki. Biorą na nią drapieżniki w rzece i w przyboju.","Kemény, kishal formájú műcsali. Kapnak rá a folyami és a parti ragadozók is.","Un artificiale rigido a forma di pesciolino. Lo attaccano i predatori di fiume e di risacca.","Un señuelo rígido con forma de pez pequeño. Lo atacan los depredadores de río y de rompiente.","Un leurre dur en forme de petit poisson. Les carnassiers de rivière et de vagues le prennent.","外型像小魚的硬餌。河裡與浪區的掠食魚都會咬。","小魚の形をしたハードルアー。川でも磯でもフィッシュイーターが食ってくる。","Uma isca rígida com forma de peixinho. Predadores de rio e de rebentação atacam-na.","外型像小鱼的硬饵。河里与浪区的掠食鱼都会咬。",
"STR_CHEFZ_BAIT_PADDLETAILBAIT","Paddle Tail Bait","Paddle Tail Bait","Gumová rybka s pádlovým ocáskem","Schaufelschwanz-Shad","Виброхвост","Guma z ogonem łopatkowym","Lapátfarkú gumihal","Shad con coda a paletta","Vinilo de cola de pala","Shad à queue palette","T尾軟蟲","パドルテールワーム","Shad de cauda em pá","T尾软虫",
"STR_CHEFZ_BAIT_PADDLETAILBAIT_DESC","A soft shad with a broad tail. It runs low and slow for flatfish and bottom feeders.","A soft shad with a broad tail. It runs low and slow for flatfish and bottom feeders.","Měkká gumová rybka se širokým ocáskem. Jde nízko a pomalu, na platýse a dnové ryby.","Ein weicher Shad mit breiter Schwanzfahne. Er läuft tief und langsam - für Plattfisch und Grundfisch.","Мягкий виброхвост с широкой лопастью. Идёт низко и медленно - для камбалы и донной рыбы.","Miękka guma z szerokim ogonem. Idzie nisko i wolno, na płastugi i ryby denne.","Puha gumihal széles farokkal. Mélyen és lassan jár - laposhalra és fenéklakókra.","Uno shad morbido dalla coda larga. Lavora basso e lento, per pesci piatti e di fondo.","Un vinilo blando de cola ancha. Trabaja hondo y lento, para peces planos y de fondo.","Un shad souple à large queue. Il descend bas et lentement, pour les poissons plats et de fond.","尾部寬大的軟餌。走底層、走得慢，專門對付比目魚和底棲魚。","幅広テールのソフトシャッド。低くゆっくり泳ぎ、カレイや底物に効く。","Um shad macio de cauda larga. Trabalha fundo e devagar, para peixes chatos e de fundo.","尾部宽大的软饵。走底层、走得慢，专门对付比目鱼和底栖鱼。",
"STR_CHEFZ_BAIT_REDTOPPERBAIT","Red Topper Bait","Red Topper Bait","Červený povrchový popper","Roter Oberflächen-Popper","Красный поверхностный поппер","Czerwony popper powierzchniowy","Piros felszíni popper","Popper rosso di superficie","Popper rojo de superficie","Popper rouge de surface","紅色水面波爬","レッドトッププラグ","Popper vermelho de superfície","红色水面波爬",
"STR_CHEFZ_BAIT_REDTOPPERBAIT_DESC","A red surface popper. It makes noise on the water and brings the big ones up.","A red surface popper. It makes noise on the water and brings the big ones up.","Červený popper na hladinu. Dělá na vodě rámus a zvedá nahoru ty velké.","Ein roter Popper für die Oberfläche. Er macht Lärm auf dem Wasser und holt die Großen hoch.","Красный поппер для поверхности. Он шумит по воде и поднимает крупную рыбу.","Czerwony popper na powierzchnię. Hałasuje po wodzie i wyciąga w górę te duże.","Piros felszíni popper. Zajt csap a vízen, és felhozza a nagyokat.","Un popper rosso di superficie. Fa rumore sull'acqua e fa salire i pesci grossi.","Un popper rojo de superficie. Hace ruido en el agua y sube a los grandes.","Un popper rouge de surface. Il fait du bruit sur l'eau et fait monter les gros.","紅色的水面波爬餌。在水面製造聲響，把大魚叫上來。","赤い水面用ポッパー。水面で音を立て、大物を浮かせる。","Um popper vermelho de superfície. Faz barulho na água e traz os grandes à tona.","红色的水面波爬饵。在水面制造声响，把大鱼叫上来。",
"STR_CHEFZ_BAIT_SPINNERBAIT","Spinnerbait","Spinnerbait","Rotační třpytka","Spinner","Вращающаяся блесна","Błystka obrotowa","Forgóvillantó","Rotante","Cucharilla giratoria","Cuiller tournante","旋轉亮片","スピナーベイト","Colher giratória","旋转亮片",
